LocalTime;T;Po;P;Pa;U;DD
19.08.2014 20:00;16.2;755.4;757.3;0.3;64;Ветер
19.08.2014 17:00;20.2;755.1;757;0.2;55;Ветер
19.08.2014 14:00;18.1;754.9;756.9;0.5;64;Ветер
19.08.2014 11:00;17.1;754.4;756.4;1.3;68;Ветер
19.08.2014 08:00;14.6;753.1;755;1.5;79;Ветер
19.08.2014 05:00;12.1;751.6;753.6;0.9;88;Ветер
19.08.2014 02:00;13.5;750.7;752.6;0.4;84;Ветер
18.08.2014 23:00;14;750.3;752.2;0.2;81;Ветер
18.08.2014 20:00;14.3;750.1;751.9;0;89;Ветер
18.08.2014 17:00;20.5;750.1;751.9;-0.6;64;Ветер
18.08.2014 14:00;21;750.7;;-0.5;58;Ветер
18.08.2014 11:00;20.3;751.2;753.1;-0.1;59;Ветер
18.08.2014 08:00;16.6;751.3;753.3;-0.3;76;Ветер
18.08.2014 05:00;14.2;751.6;753.6;-1.2;81;Ветер
18.08.2014 02:00;13.7;752.8;754.7;-0.9;83;Ветер
17.08.2014 23:00;15.3;753.7;755.5;-0.3;75;Ветер
17.08.2014 20:00;17.9;754;755.8;-0.2;64;Ветер
17.08.2014 17:00;19.9;754.2;756.1;-0.9;53;Ветер
17.08.2014 14:00;17.7;755.1;757;0.1;67;Ветер
17.08.2014 11:00;18.5;755;757;0.5;70;Ветер
17.08.2014 08:00;15.5;754.5;756.4;0.3;81;Ветер
17.08.2014 05:00;13.7;754.2;756.1;-0.2;84;Ветер
17.08.2014 02:00;13.5;754.4;756.4;-0.5;82;Ветер
16.08.2014 23:00;15.8;754.9;756.8;0.5;75;Ветер
16.08.2014 20:00;15.8;754.4;756.4;0.1;89;Ветер
16.08.2014 17:00;19.4;754.3;756.1;0.3;64;Ветер
16.08.2014 14:00;21.5;754;755.8;-0.2;59;Ветер
16.08.2014 11:00;20.4;754.2;756.1;-0.3;68;Ветер
16.08.2014 08:00;16.1;754.5;756.4;0;90;Ветер
16.08.2014 05:00;14.2;754.5;756.4;0;93;Ветер
16.08.2014 02:00;13.6;754.5;756.4;-0.4;88;Ветер
15.08.2014 23:00;14.2;754.9;756.9;0.3;91;Штиль
15.08.2014 20:00;17.4;754.6;756.6;0.1;69;Ветер
15.08.2014 17:00;20.6;754.5;756.4;0;60;Ветер
15.08.2014 14:00;23;754.5;756.4;-0.5;53;Ветер
15.08.2014 11:00;20.5;755;756.9;0.4;62;Ветер
15.08.2014 08:00;16.4;754.6;756.6;0;85;Ветер
15.08.2014 05:00;12.7;754.6;756.6;0.1;94;Штиль
15.08.2014 02:00;14.1;754.5;756.4;0.1;93;Штиль
14.08.2014 23:00;16.7;754.4;756.4;0.4;80;Ветер
14.08.2014 20:00;18.6;754;755.8;1.2;69;Ветер
14.08.2014 17:00;20.2;752.8;754.8;2.1;67;Ветер
14.08.2014 14:00;19;750.7;752.5;4.6;72;Ветер
14.08.2014 11:00;18.8;746.1;748;-1.8;95;Ветер
14.08.2014 08:00;16.2;747.9;749.7;-1.5;96;Ветер
14.08.2014 05:00;16.5;749.4;751.3;-2.2;94;Ветер
14.08.2014 02:00;17.4;751.6;753.6;-1.7;82;Штиль
13.08.2014 23:00;17.3;753.3;755.2;-0.6;81;Ветер
13.08.2014 20:00;21.9;753.9;755.8;-0.8;62;Ветер
13.08.2014 17:00;24.5;754.7;756.6;-1.4;39;Ветер
13.08.2014 14:00;23.5;756.1;758;-0.6;38;Ветер
13.08.2014 11:00;22.6;756.7;758.7;-0.3;39;Ветер
13.08.2014 08:00;16.7;757;758.9;0.3;73;Ветер
13.08.2014 05:00;12.5;756.7;758.6;0;89;Ветер
13.08.2014 02:00;13.3;756.7;758.7;0.4;87;Штиль
12.08.2014 23:00;14.8;756.3;758.2;1.3;87;Штиль
12.08.2014 20:00;21;755;756.9;-0.5;48;Ветер
12.08.2014 17:00;21.9;755.5;757.3;-0.9;48;Штиль
12.08.2014 14:00;24.3;756.4;758.3;-0.3;36;Ветер
12.08.2014 11:00;22.4;756.7;758.6;0.1;58;Ветер
12.08.2014 08:00;17;756.6;758.5;0.3;85;Ветер
12.08.2014 05:00;14.2;756.3;758.2;0.2;93;Штиль
12.08.2014 02:00;15.4;756.1;758.1;0.1;93;Штиль
11.08.2014 23:00;17.2;756;757.9;0;93;Штиль
11.08.2014 20:00;19.8;756;757.9;1.1;77;Ветер
11.08.2014 17:00;24;754.9;756.7;-0.5;75;Ветер
11.08.2014 14:00;24.8;755.4;757.3;0.8;73;Штиль
11.08.2014 11:00;27.8;754.6;756.4;0.2;57;Ветер
11.08.2014 08:00;23.1;754.4;756.3;-1;72;Ветер
11.08.2014 05:00;18.1;755.4;757.3;-1;92;Ветер
11.08.2014 02:00;17.2;756.4;758.3;-0.9;94;Ветер
10.08.2014 23:00;16;757.3;759.2;-0.7;93;Ветер
10.08.2014 20:00;21.1;758;759.9;-0.7;72;Ветер
10.08.2014 17:00;23.3;758.7;760.6;-0.1;66;Ветер
10.08.2014 14:00;23.7;758.8;760.7;-0.3;68;Ветер
10.08.2014 11:00;23.3;759.1;760.9;0.8;72;Ветер
10.08.2014 08:00;21.1;758.3;760.2;0.4;90;Ветер
10.08.2014 05:00;17.7;757.9;759.7;0;92;Штиль
10.08.2014 02:00;16.5;757.9;759.8;0.3;94;Штиль
09.08.2014 23:00;16.9;757.6;759.5;0.1;93;Штиль
09.08.2014 20:00;22.5;757.5;759.4;0.2;73;Ветер
09.08.2014 17:00;24.5;757.3;759.1;-0.3;63;Ветер
09.08.2014 14:00;23.7;757.6;759.5;-0.4;63;Ветер
09.08.2014 11:00;20.7;758;759.9;0.1;77;Ветер
09.08.2014 08:00;19.1;757.9;759.7;-0.1;84;Ветер
09.08.2014 05:00;17.3;758;759.9;0;88;Ветер
09.08.2014 02:00;17.7;758;760;-0.2;88;Штиль
08.08.2014 23:00;18.1;758.2;760.1;0.2;84;Ветер
08.08.2014 20:00;18.3;758;759.9;-0.5;80;Ветер
08.08.2014 17:00;18.5;758.5;760.4;-0.7;81;Ветер
08.08.2014 14:00;15.8;759.2;761.2;-0.6;89;Ветер
08.08.2014 11:00;17.9;759.8;761.8;0.8;95;Ветер
08.08.2014 08:00;20;759;760.9;-0.1;81;Ветер
08.08.2014 05:00;19;759.1;761;-0.4;82;Штиль
08.08.2014 02:00;19.5;759.5;761.4;-0.4;80;Ветер
07.08.2014 23:00;17.8;759.9;761.8;0.2;87;Ветер
07.08.2014 20:00;22;759.7;761.5;0.2;67;Ветер
07.08.2014 17:00;23.8;759.5;761.4;-0.5;61;Ветер
07.08.2014 14:00;24.9;760;761.9;-0.3;59;Ветер
07.08.2014 11:00;22.8;760.3;762.2;0.2;66;Ветер
07.08.2014 08:00;21.1;760.1;762;0.4;76;Ветер
07.08.2014 05:00;17.9;759.7;761.7;-0.3;85;Ветер
07.08.2014 02:00;18.1;760;761.9;-0.1;85;Ветер
06.08.2014 23:00;19;760.1;762.1;0.4;88;Ветер
06.08.2014 20:00;21;759.7;761.5;0;76;Ветер
06.08.2014 17:00;22.9;759.7;761.5;0;64;Ветер
06.08.2014 14:00;23.4;759.7;761.6;0.3;71;Ветер
06.08.2014 11:00;22;759.4;761.3;0.3;81;Ветер
06.08.2014 08:00;20.1;759.1;760.9;0.7;93;Ветер
06.08.2014 05:00;19.1;758.4;760.3;0.4;93;Ветер
06.08.2014 02:00;19.9;758;759.9;0.3;96;Ветер
05.08.2014 23:00;19.5;757.7;759.7;0.2;95;Ветер
05.08.2014 20:00;21.3;757.5;759.4;0.7;74;Ветер
05.08.2014 17:00;29;756.8;758.7;-0.8;50;Ветер
05.08.2014 14:00;26.1;757.6;759.4;-0.2;64;Ветер
05.08.2014 11:00;24.2;757.8;759.7;-0.6;68;Штиль
05.08.2014 08:00;20.3;758.4;760.3;0.8;81;Штиль
05.08.2014 05:00;18;757.6;759.4;-0.7;93;Штиль
05.08.2014 02:00;19.8;758.3;760.2;-0.3;87;Ветер
04.08.2014 23:00;23.1;758.6;760.5;1.3;67;Ветер
04.08.2014 20:00;23.3;757.3;759.1;-0.3;65;Штиль
04.08.2014 17:00;33.8;757.6;759.4;-0.3;29;Ветер
04.08.2014 14:00;34.8;757.9;759.7;-0.7;28;Ветер
04.08.2014 11:00;30.6;758.6;760.5;-0.1;40;Ветер
04.08.2014 08:00;23.1;758.7;760.6;0.2;62;Ветер
04.08.2014 05:00;16.8;758.5;760.4;0.2;78;Штиль
04.08.2014 02:00;18.7;758.3;760.3;-0.2;70;Штиль
03.08.2014 23:00;21;758.5;760.4;0.6;64;Штиль
03.08.2014 20:00;29.9;757.9;759.7;-0.1;37;Ветер
03.08.2014 17:00;34.2;758;759.8;-1;22;Ветер
03.08.2014 14:00;34.7;759;760.8;-0.5;20;Ветер
03.08.2014 11:00;31.8;759.5;761.3;0.1;33;Ветер
03.08.2014 08:00;23.9;759.4;761.3;0.1;61;Ветер
03.08.2014 05:00;17;759.3;761.2;0;91;Штиль
03.08.2014 02:00;20;759.3;761.2;0.4;80;Ветер
02.08.2014 23:00;24.6;758.9;760.8;0.7;60;Ветер
02.08.2014 20:00;29.7;758.2;760.1;0;46;Ветер
02.08.2014 17:00;32.4;758.2;760;-0.9;46;Ветер
02.08.2014 14:00;29.5;759.1;761;-1.1;56;Ветер
02.08.2014 11:00;23.5;760.2;762.1;-0.3;71;Ветер
02.08.2014 08:00;18.9;760.5;762.4;-0.1;84;Ветер
02.08.2014 05:00;17.1;760.6;762.6;-0.2;87;Штиль
02.08.2014 02:00;15.7;760.8;762.7;-0.1;91;Штиль
01.08.2014 23:00;18.9;760.9;762.8;0.6;87;Штиль
01.08.2014 20:00;21.9;760.3;762.2;0.3;75;Ветер
01.08.2014 17:00;23.1;760;761.9;0;61;Ветер
01.08.2014 14:00;24.7;760;761.9;-0.2;52;Ветер
01.08.2014 11:00;23.1;760.2;762.1;0.4;63;Ветер
01.08.2014 08:00;20.9;759.8;761.7;0.4;80;Ветер
01.08.2014 05:00;14.9;759.4;761.3;0.4;94;Штиль
01.08.2014 02:00;17.7;759;760.9;0.8;89;Ветер
31.07.2014 23:00;18.5;758.2;760.2;0.6;83;Ветер
31.07.2014 20:00;21.7;757.6;759.5;0.7;67;Ветер
31.07.2014 17:00;22.5;756.9;758.8;1;64;Ветер
31.07.2014 14:00;23.4;755.9;757.8;0.9;75;Ветер
31.07.2014 11:00;23;755;756.9;1.3;88;Ветер
31.07.2014 08:00;22.9;753.7;755.6;0.6;88;Ветер
31.07.2014 05:00;19.8;753.1;754.9;0;86;Штиль
31.07.2014 02:00;21.2;753.1;755;-0.1;76;Ветер
30.07.2014 23:00;23.8;753.2;755.1;0.1;61;Ветер
30.07.2014 20:00;28.4;753.1;755;-0.1;48;Ветер
30.07.2014 17:00;30.8;753.2;755;-1;42;Ветер
30.07.2014 14:00;30.4;754.2;756;-0.6;45;Ветер
30.07.2014 11:00;29.2;754.8;756.7;0;45;Ветер
30.07.2014 08:00;24.1;754.8;756.7;0.3;63;Ветер
30.07.2014 05:00;18.7;754.5;756.4;-0.9;91;Штиль
30.07.2014 02:00;21.4;755.4;757.3;-0.3;86;Ветер
29.07.2014 23:00;23.7;755.7;757.6;1.1;67;Ветер
29.07.2014 20:00;28.2;754.6;756.5;0.3;53;Ветер
29.07.2014 17:00;32.8;754.3;756.1;-1.2;39;Ветер
29.07.2014 14:00;33.1;755.5;757.4;-1;39;Ветер
29.07.2014 11:00;30.3;756.5;758.3;-0.2;52;Ветер
29.07.2014 08:00;24.4;756.7;758.6;-0.1;68;Ветер
29.07.2014 05:00;17.9;756.8;758.8;-0.3;92;Штиль
29.07.2014 02:00;20.6;757.1;759;-0.1;81;Штиль
28.07.2014 23:00;24;757.2;759.1;0.2;71;Ветер
28.07.2014 20:00;28.6;757;758.8;-0.3;60;Ветер
28.07.2014 17:00;30.9;757.3;759.1;-0.9;49;Ветер
28.07.2014 14:00;30.7;758.2;760.1;-0.6;51;Ветер
28.07.2014 11:00;27.5;758.8;760.6;-0.5;62;Ветер
28.07.2014 08:00;22.2;759.3;761.2;-0.1;73;Ветер
28.07.2014 05:00;18.7;759.4;761.4;-0.6;83;Ветер
28.07.2014 02:00;19;760;761.9;0.2;83;Штиль
27.07.2014 23:00;23.2;759.8;761.7;0.5;64;Ветер
27.07.2014 20:00;28.1;759.3;761.2;-0.3;52;Ветер
27.07.2014 17:00;31;759.6;761.4;-0.9;40;Ветер
27.07.2014 14:00;32.2;760.5;762.3;-0.7;33;Ветер
27.07.2014 11:00;29.6;761.2;763;0;45;Ветер
27.07.2014 08:00;21.7;761.2;763.2;0;71;Ветер
27.07.2014 05:00;16.4;761.2;763.2;-0.1;96;Штиль
27.07.2014 02:00;17.9;761.3;763.3;0.1;83;Штиль
26.07.2014 23:00;20.4;761.2;763;0.7;76;Штиль
26.07.2014 20:00;26.2;760.5;762.4;0;51;Ветер
26.07.2014 17:00;31.3;760.5;762.3;-0.8;31;Ветер
26.07.2014 14:00;29;761.3;763.2;-0.7;44;Ветер
26.07.2014 11:00;29;762;763.9;0;43;Ветер
26.07.2014 08:00;22.6;762;763.9;0.2;69;Ветер
26.07.2014 05:00;15.9;761.8;763.7;0;93;Ветер
26.07.2014 02:00;17.9;761.8;763.6;0.2;86;Штиль
25.07.2014 23:00;20;761.6;763.6;0.4;89;Штиль
25.07.2014 20:00;25.8;761.2;763;0.2;51;Ветер
25.07.2014 17:00;29.4;761;762.9;-0.8;46;Ветер
25.07.2014 14:00;29.9;761.8;763.6;-0.5;46;Ветер
25.07.2014 11:00;28;762.3;764.2;-0.1;53;Ветер
25.07.2014 08:00;22;762.4;764.3;2.1;72;Ветер
25.07.2014 05:00;16.4;760.3;764.1;-1.8;84;Ветер
25.07.2014 02:00;19.1;762.1;764;0.2;75;Ветер
24.07.2014 23:00;19.3;761.9;763.9;0.5;79;Ветер
24.07.2014 20:00;24.1;761.4;763.3;-0.1;63;Ветер
24.07.2014 17:00;28.2;761.5;763.3;-0.6;42;Ветер
24.07.2014 14:00;27.3;762.1;764;-0.7;43;Ветер
24.07.2014 11:00;26.2;762.8;764.7;-0.2;47;Ветер
24.07.2014 08:00;19.7;763;764.9;0.3;67;Ветер
24.07.2014 05:00;15.4;762.7;764.7;-0.3;76;Ветер
24.07.2014 02:00;17.8;763;764.9;0.1;69;Ветер
23.07.2014 23:00;20.9;762.9;764.8;0.6;67;Ветер
23.07.2014 20:00;24.4;762.3;764.2;0.2;52;Ветер
23.07.2014 17:00;26.3;762.1;763.9;-0.8;48;Ветер
23.07.2014 14:00;25.5;762.9;764.8;-0.6;49;Ветер
23.07.2014 11:00;24.4;763.5;765.4;-0.1;51;Ветер
23.07.2014 08:00;19.4;763.6;765.5;0.5;70;Ветер
23.07.2014 05:00;17.2;763.1;765.1;0;82;Ветер
23.07.2014 02:00;19.4;763.1;765;0.5;70;Ветер
22.07.2014 23:00;19.8;762.6;764.5;0.8;73;Ветер
22.07.2014 20:00;23.9;761.8;763.7;0;61;Ветер
22.07.2014 17:00;27.2;761.8;763.6;-0.1;45;Ветер
22.07.2014 14:00;27.6;761.9;763.8;-0.1;43;Ветер
22.07.2014 11:00;26.5;762;763.9;0.4;46;Ветер
22.07.2014 08:00;22.4;761.6;763.5;0.6;71;Ветер
22.07.2014 05:00;15.8;761;763;0.7;89;Штиль
22.07.2014 02:00;18.1;760.3;762.2;0.4;78;Ветер
21.07.2014 23:00;19.3;759.9;761.8;0.5;88;Ветер
21.07.2014 20:00;22.6;759.4;761.2;0.6;66;Ветер
21.07.2014 17:00;24.5;758.8;760.7;0.1;58;Ветер
21.07.2014 14:00;24.9;758.7;760.6;-0.1;56;Ветер
21.07.2014 11:00;22.3;758.8;760.7;0.1;58;Ветер
21.07.2014 08:00;20;758.7;760.6;0;65;Ветер
21.07.2014 05:00;12.5;758.7;760.6;-0.2;94;Ветер
21.07.2014 02:00;14.9;758.9;760.9;0.2;84;Штиль
20.07.2014 23:00;18.1;758.7;760.6;-0.2;83;Ветер
20.07.2014 20:00;22.9;758.9;760.8;0.1;57;Ветер
20.07.2014 17:00;25.3;758.8;760.7;-0.4;52;Ветер
20.07.2014 14:00;26.8;759.2;761.1;-1;46;Ветер
20.07.2014 11:00;25.7;760.2;762.1;-0.4;51;Ветер
20.07.2014 08:00;21.1;760.6;762.6;-0.4;68;Ветер
20.07.2014 05:00;13.2;761;763;-0.2;94;Ветер
20.07.2014 02:00;14.2;761.2;763.2;-0.7;93;Штиль
19.07.2014 23:00;16.9;761.9;763.9;0;87;Ветер
19.07.2014 20:00;21.2;761.9;763.9;-0.2;53;Ветер
19.07.2014 17:00;24.8;762.1;764;-0.6;48;Ветер
19.07.2014 14:00;25;762.7;764.5;-0.6;51;Ветер
19.07.2014 11:00;24;763.3;765.2;-0.5;52;Ветер
19.07.2014 08:00;19.1;763.8;765.7;0.2;87;Ветер
19.07.2014 05:00;12.1;763.6;765.5;-0.1;94;Штиль
19.07.2014 02:00;12.3;763.7;765.7;-0.1;94;Штиль
18.07.2014 23:00;14;763.8;765.7;0;90;Штиль
18.07.2014 20:00;20.1;763.8;765.7;-0.3;56;Ветер
18.07.2014 17:00;22.3;764.1;766;-0.4;51;Ветер
18.07.2014 14:00;23.3;764.5;766.4;-0.3;48;Ветер
18.07.2014 11:00;21.4;764.8;766.8;-0.3;52;Ветер
18.07.2014 08:00;17.8;765.1;767;0.3;69;Ветер
18.07.2014 05:00;11.7;764.8;766.7;-0.1;94;Штиль
18.07.2014 02:00;12.2;764.9;766.9;-0.1;94;Штиль
17.07.2014 23:00;13.9;765;766.9;0.4;88;Штиль
17.07.2014 20:00;20.1;764.6;766.6;-0.3;58;Ветер
17.07.2014 17:00;22.9;764.9;766.8;-0.5;54;Ветер
17.07.2014 14:00;22.9;765.4;767.2;0;55;Ветер
17.07.2014 11:00;22.3;765.4;767.3;0.3;63;Ветер
17.07.2014 08:00;19;765.1;767;0.4;82;Ветер
17.07.2014 05:00;15.9;764.7;766.6;0.2;89;Ветер
17.07.2014 02:00;15.1;764.5;766.6;0;93;Штиль
16.07.2014 23:00;15.3;764.5;766.4;0.6;89;Штиль
16.07.2014 20:00;21.5;763.9;765.8;0.2;54;Ветер
16.07.2014 17:00;24.3;763.7;765.6;-0.2;53;Ветер
16.07.2014 14:00;24;763.9;765.8;-0.3;54;Ветер
16.07.2014 11:00;23.4;764.2;766.1;0.3;59;Ветер
16.07.2014 08:00;20.1;763.9;765.8;0.5;77;Ветер
16.07.2014 05:00;13.5;763.4;765.4;-0.2;96;Штиль
16.07.2014 02:00;13.7;763.6;765.5;0.4;94;Штиль
15.07.2014 23:00;15.7;763.2;765.1;0.6;89;Штиль
15.07.2014 20:00;21.1;762.6;764.5;0.5;63;Ветер
15.07.2014 17:00;23.5;762.1;763.9;0.3;61;Ветер
15.07.2014 14:00;24.2;761.8;762.2;0.5;57;Ветер
15.07.2014 11:00;23.5;761.3;763.2;1;60;Ветер
15.07.2014 08:00;22.1;760.3;762.1;0.9;69;Ветер
15.07.2014 05:00;15.2;759.4;761.4;0.6;93;Штиль
15.07.2014 02:00;17.4;758.8;760.7;0.4;93;Штиль
14.07.2014 23:00;18.6;758.4;760.3;1.3;85;Ветер
14.07.2014 20:00;21.8;757.1;759;0.2;82;Штиль
14.07.2014 17:00;25.2;756.9;758.8;0;56;Ветер
14.07.2014 14:00;25.2;756.9;758.8;0.6;53;Ветер
14.07.2014 11:00;22.4;756.3;758.2;0.5;60;Ветер
14.07.2014 08:00;15.5;755.8;757.8;-0.2;86;Ветер
14.07.2014 05:00;12.5;756;757.9;0;96;Ветер
14.07.2014 02:00;12.1;756;757.9;0.2;95;Штиль
13.07.2014 23:00;13.8;755.8;757.7;0.4;92;Штиль
13.07.2014 20:00;19.1;755.4;757.3;0.5;69;Ветер
13.07.2014 17:00;21;754.9;756.7;0.9;61;Ветер
13.07.2014 14:00;17.9;754;756;1;79;Ветер
13.07.2014 11:00;15.8;753;754.9;1.4;84;Ветер
13.07.2014 08:00;15.6;751.6;753.5;0.9;94;Ветер
13.07.2014 05:00;16.9;750.7;752.6;-0.9;96;Ветер
13.07.2014 02:00;16.9;751.6;753.4;-1.1;95;Штиль
12.07.2014 23:00;17.5;752.7;754.6;-1;93;Ветер
12.07.2014 20:00;16.9;753.7;755.5;-0.4;95;Ветер
12.07.2014 17:00;15.9;754.1;756.1;-0.6;96;Ветер
12.07.2014 14:00;14.9;754.7;756.7;-0.6;94;Ветер
12.07.2014 11:00;14;755.3;757.3;-0.4;90;Ветер
12.07.2014 08:00;13.8;755.7;757.6;-0.8;94;Ветер
12.07.2014 05:00;14.4;756.5;758.5;-0.7;82;Ветер
12.07.2014 02:00;15.9;757.2;759.1;-0.7;78;Ветер
11.07.2014 23:00;16.1;757.9;759.9;-0.1;77;Ветер
11.07.2014 20:00;17;758;760;-0.2;71;Ветер
11.07.2014 17:00;17.5;758.2;760.2;-0.3;70;Ветер
11.07.2014 14:00;17.2;758.5;760.5;0.3;71;Ветер
11.07.2014 11:00;19.6;758.2;760;-0.4;65;Ветер
11.07.2014 08:00;16.5;758.6;760.6;0.5;77;Ветер
11.07.2014 05:00;15;758.1;760;0.2;88;Ветер
11.07.2014 02:00;16.7;757.9;759.9;0.6;82;Ветер
10.07.2014 23:00;19.7;757.3;759.2;1;74;Ветер
10.07.2014 20:00;24.5;756.3;758.2;0.4;56;Ветер
10.07.2014 17:00;26;755.9;757.8;0;54;Ветер
10.07.2014 14:00;27;755.9;757.8;-0.4;48;Ветер
10.07.2014 11:00;25.9;756.3;758.2;0;51;Ветер
10.07.2014 08:00;21;756.3;758.2;0.5;68;Ветер
10.07.2014 05:00;15.3;755.8;757.7;0.3;89;Ветер
10.07.2014 02:00;18.1;755.5;757.5;0;78;Ветер
09.07.2014 23:00;21.5;755.5;757.4;0.3;64;Ветер
09.07.2014 20:00;26.3;755.2;757;0.3;46;Ветер
09.07.2014 17:00;29;754.9;756.7;-0.6;37;Ветер
09.07.2014 14:00;29.2;755.5;757.4;-0.7;41;Ветер
09.07.2014 11:00;27.3;756.2;758.1;-0.5;48;Ветер
09.07.2014 08:00;22.6;756.7;758.5;0;69;Ветер
09.07.2014 05:00;17.4;756.7;758.6;-0.1;88;Ветер
09.07.2014 02:00;20.1;756.8;758.7;-0.5;75;Ветер
08.07.2014 23:00;22.7;757.3;759.1;0.5;64;Ветер
08.07.2014 20:00;27.3;756.8;758.6;0;50;Ветер
08.07.2014 17:00;30.1;756.8;758.6;-1.4;42;Ветер
08.07.2014 14:00;30.4;758.2;760;-0.7;45;Ветер
08.07.2014 11:00;28.2;758.9;760.8;-0.8;52;Ветер
08.07.2014 08:00;22.5;759.7;761.6;-0.4;73;Ветер
08.07.2014 05:00;17.5;760.1;762.1;-0.5;95;Штиль
08.07.2014 02:00;18.7;760.6;762.5;-0.1;94;Штиль
07.07.2014 23:00;21.3;760.7;762.7;0.4;86;Штиль
07.07.2014 20:00;27;760.3;762.1;0.1;60;Ветер
07.07.2014 17:00;28.6;760.2;762.1;-0.6;53;Ветер
07.07.2014 14:00;28.1;760.8;762.7;-0.3;53;Ветер
07.07.2014 11:00;25.9;761.1;763;0.5;58;Ветер
07.07.2014 08:00;20.7;760.6;762.6;0.6;83;Ветер
07.07.2014 05:00;15.6;760;762;0.3;94;Штиль
07.07.2014 02:00;16.9;759.7;761.7;0.5;94;Штиль
06.07.2014 23:00;19.7;759.2;761.2;0.7;93;Штиль
06.07.2014 20:00;23.8;758.5;760.5;0.7;85;Штиль
06.07.2014 17:00;28.2;757.8;759.7;0;50;Ветер
06.07.2014 14:00;28.3;757.8;759.7;0.2;53;Ветер
06.07.2014 11:00;24.6;757.6;759.4;0.6;62;Ветер
06.07.2014 08:00;19.7;757;758.9;0.6;76;Ветер
06.07.2014 05:00;16.1;756.4;758.4;-0.1;85;Ветер
06.07.2014 02:00;15.3;756.5;758.5;-0.3;87;Штиль
05.07.2014 23:00;18.5;756.8;758.7;0.3;72;Штиль
05.07.2014 20:00;23.8;756.5;758.4;-0.1;49;Ветер
05.07.2014 17:00;26.8;756.6;758.5;-0.4;43;Ветер
05.07.2014 14:00;27.6;757;758.8;-0.4;43;Ветер
05.07.2014 11:00;26;757.4;759.3;-0.4;51;Ветер
05.07.2014 08:00;19.8;757.8;759.7;-0.4;70;Ветер
05.07.2014 05:00;12.1;758.2;760.1;-0.4;96;Штиль
05.07.2014 02:00;13.3;758.6;760.6;-0.8;96;Штиль
04.07.2014 23:00;15.9;759.4;761.4;0;89;Штиль
04.07.2014 20:00;23.1;759.4;761.3;-1;61;Ветер
04.07.2014 17:00;24.9;760.4;762.3;-1.1;45;Ветер
04.07.2014 14:00;23.1;761.5;763.4;-0.8;52;Ветер
04.07.2014 11:00;19.3;762.3;764.2;-0.1;65;Ветер
04.07.2014 08:00;17.3;762.4;764.3;-0.3;70;Ветер
04.07.2014 05:00;14.2;762.7;764.7;-0.9;82;Штиль
04.07.2014 02:00;13.3;763.6;765.5;-0.2;86;Ветер
03.07.2014 23:00;;763.8;765.7;-0.2;;
03.07.2014 20:00;17.1;764;766;-0.1;70;Ветер
03.07.2014 17:00;18.7;764.1;766;0.3;61;Ветер
03.07.2014 14:00;19.1;763.8;765.7;0.6;56;Ветер
03.07.2014 11:00;18.3;763.2;765.1;0.7;67;Ветер
03.07.2014 08:00;16.1;762.5;764.5;0.4;82;Ветер
03.07.2014 05:00;10.6;762.1;764;0;94;Ветер
03.07.2014 02:00;9.6;762.1;764.2;0;94;Штиль
02.07.2014 23:00;11.6;762.1;764;0.7;86;Штиль
02.07.2014 20:00;16.9;761.4;763.3;0.2;59;Ветер
02.07.2014 17:00;18.4;761.2;763.2;0;54;Ветер
02.07.2014 14:00;16.9;761.2;763.2;0.2;57;Ветер
02.07.2014 11:00;17.7;761;762.9;0.1;61;Ветер
02.07.2014 08:00;15.2;760.9;762.8;0.1;79;Ветер
02.07.2014 05:00;9.5;760.8;762.8;0;95;Штиль
02.07.2014 02:00;10.1;760.8;762.7;0.2;95;Штиль
01.07.2014 23:00;12.4;760.6;762.6;0.9;88;Штиль
01.07.2014 20:00;16.6;759.7;761.7;0.7;64;Ветер
01.07.2014 17:00;17.9;759;760.9;1.7;65;Ветер
01.07.2014 14:00;19.5;757.3;759.3;0.9;64;Ветер
01.07.2014 11:00;19.5;756.4;758.3;0.3;71;Ветер
01.07.2014 08:00;15.5;756.1;758;0.5;85;Ветер
01.07.2014 05:00;14.1;755.6;757.6;-0.5;90;Ветер
01.07.2014 02:00;13.8;756.1;758;0.1;92;Ветер
30.06.2014 23:00;14.1;756;757.9;0.3;84;Ветер
30.06.2014 20:00;15.6;755.7;757.6;0.1;78;Ветер
30.06.2014 17:00;17.4;755.6;757.5;0.7;72;Ветер
30.06.2014 14:00;17.7;754.9;756.9;0.5;70;Ветер
30.06.2014 11:00;16.4;754.4;756.3;1.1;78;Ветер
30.06.2014 08:00;14.6;753.3;755.2;1.4;90;Ветер
30.06.2014 05:00;15.5;751.9;753.9;-0.2;93;Ветер
30.06.2014 02:00;16.9;752.1;754;0.2;96;Ветер
29.06.2014 23:00;17.3;751.9;753.7;0.6;91;Штиль
29.06.2014 20:00;20.5;751.3;753.2;0.3;81;Ветер
29.06.2014 17:00;23.5;751;752.8;-0.9;59;Ветер
29.06.2014 14:00;19.5;751.9;753.8;-1.1;88;Ветер
29.06.2014 11:00;19.3;753;754.9;-0.7;82;Ветер
29.06.2014 08:00;15.9;753.7;755.5;-0.6;89;Ветер
29.06.2014 05:00;12.6;754.3;756.3;-1.1;94;Ветер
29.06.2014 02:00;13.2;755.4;757.3;-0.7;92;Штиль
28.06.2014 23:00;15.2;756.1;758;-0.9;88;Ветер
28.06.2014 20:00;16.2;757;758.9;-0.9;85;Ветер
